lon,lat,aqi_index,aqi_timestamp,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,surface_pressure,cloudcover,visibility,dew_point_2m,apparent_temperature,shortwave_radiation,et0_fao_evapotranspiration,soil_temperature_0cm,soil_moisture_0_to_1cm,weather_timestamp,hour,day,month,weekday,aqi_change_rate
67.0207,24.8547,4.0,2024-10-22 19:00:00,1201.63,0.01,45.24,41.13,8.82,68.43,112.67,11.78,27.3,81.0,0.0,11.7,314.0,1011.3,0.0,,23.8,31.5,0.0,0.03,,,2024-10-22 18:29:19,18,22,10,1,
67.0207,24.8547,4.0,2024-10-22 20:00:00,1388.55,0.05,57.58,26.46,8.94,71.22,113.28,10.39,26.8,85.0,0.0,13.2,307.0,1011.2,0.0,,24.0,30.9,0.0,0.02,,,2024-10-22 19:29:19,19,22,10,1,0.0
67.0207,24.8547,5.0,2024-10-22 21:00:00,1468.66,0.06,58.26,21.99,10.01,76.47,117.74,10.64,26.2,90.0,0.0,15.8,323.0,1011.0,0.0,,24.4,30.3,0.0,0.02,,,2024-10-22 20:29:19,20,22,10,1,0.0002777777777777778
67.0207,24.8547,5.0,2024-10-22 22:00:00,1375.2,0.01,48.67,26.82,10.73,79.89,121.13,11.02,26.0,94.0,0.0,15.1,331.0,1010.9,0.0,,24.9,30.5,0.0,0.0,,,2024-10-22 21:29:19,21,22,10,1,0.0
67.0207,24.8547,4.0,2024-10-22 23:00:00,1001.36,0.0,30.85,43.99,8.82,72.51,111.48,8.87,26.0,94.0,0.0,13.7,322.0,1011.0,0.0,,24.9,30.6,0.0,0.0,,,2024-10-22 22:29:19,22,22,10,1,-0.0002777777777777778
67.0207,24.8547,4.0,2024-10-23 00:00:00,667.57,0.0,17.48,61.51,6.56,63.41,98.37,6.27,25.2,95.0,0.0,4.6,228.0,1011.2,0.0,,24.3,30.8,0.0,0.0,,,2024-10-22 23:29:19,23,22,10,1,0.0
67.0207,24.8547,4.0,2024-10-23 01:00:00,547.41,0.0,13.02,69.38,5.54,58.82,90.22,5.0,25.4,94.0,0.0,8.6,217.0,1011.4,0.0,,24.4,30.5,0.0,0.0,,,2024-10-23 00:29:19,0,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 02:00:00,747.68,0.0,21.42,61.51,7.03,63.61,95.19,7.03,25.0,93.0,0.0,7.0,267.0,1011.8,0.0,,23.6,29.8,0.0,0.0,,,2024-10-23 01:29:19,1,23,10,2,0.0
67.0207,24.8547,5.0,2024-10-23 03:00:00,1401.9,2.4,52.09,32.9,10.49,80.22,116.8,12.92,25.2,91.0,0.0,6.8,302.0,1012.6,0.0,,23.7,30.2,6.0,0.02,,,2024-10-23 02:29:19,2,23,10,2,0.0002777777777777778
67.0207,24.8547,5.0,2024-10-23 04:00:00,2216.34,21.9,69.23,21.82,14.31,95.3,138.98,17.99,27.5,80.0,0.0,6.5,300.0,1013.1,0.0,,23.6,32.4,124.0,0.09,,,2024-10-23 03:29:19,3,23,10,2,0.0
67.0207,24.8547,5.0,2024-10-23 05:00:00,2643.59,32.63,76.09,30.04,17.17,102.29,151.73,22.04,29.5,70.0,0.0,10.6,285.0,1013.6,0.0,,23.4,33.6,324.0,0.25,,,2024-10-23 04:29:19,4,23,10,2,0.0
67.0207,24.8547,5.0,2024-10-23 06:00:00,2349.85,20.34,73.34,62.94,18.84,98.67,151.65,21.79,31.3,58.0,0.0,10.6,281.0,1013.5,0.0,,22.0,34.6,516.0,0.41,,,2024-10-23 05:29:19,5,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 07:00:00,921.25,3.63,26.73,124.45,15.26,61.82,114.37,8.61,33.0,47.0,0.0,12.2,271.0,1012.9,0.0,,20.3,35.9,666.0,0.55,,,2024-10-23 06:29:19,6,23,10,2,-0.0002777777777777778
67.0207,24.8547,4.0,2024-10-23 08:00:00,647.54,1.61,16.28,141.62,13.11,56.99,109.94,6.02,34.2,43.0,0.0,14.9,268.0,1011.8,0.0,,19.8,36.9,756.0,0.65,,,2024-10-23 07:29:19,7,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 09:00:00,600.81,1.1,14.57,144.48,13.11,56.83,109.07,5.45,34.8,41.0,0.0,17.3,266.0,1010.8,8.0,,19.7,37.1,775.0,0.69,,,2024-10-23 08:29:19,8,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 10:00:00,627.52,1.49,18.68,117.3,10.25,51.92,103.67,5.19,34.9,41.0,0.0,19.3,270.0,1010.0,25.0,,19.6,36.4,678.0,0.64,,,2024-10-23 09:29:19,9,23,10,2,0.0
67.0207,24.8547,3.0,2024-10-23 11:00:00,627.52,1.82,21.59,89.41,7.21,47.81,99.01,4.75,34.3,42.0,0.1,23.2,268.0,1009.4,13.0,,19.6,34.6,497.0,0.54,,,2024-10-23 10:29:19,10,23,10,2,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-23 12:00:00,627.52,1.08,24.33,76.53,5.48,46.22,96.78,4.18,33.6,41.0,0.1,25.6,271.0,1009.2,9.0,,18.6,33.0,389.0,0.48,,,2024-10-23 11:29:19,11,23,10,2,0.0
67.0207,24.8547,3.0,2024-10-23 13:00:00,747.68,0.14,33.93,63.66,5.42,46.42,95.8,4.62,32.2,51.0,0.0,24.3,270.0,1009.2,1.0,,20.7,32.9,224.0,0.32,,,2024-10-23 12:29:19,12,23,10,2,0.0
67.0207,24.8547,3.0,2024-10-23 14:00:00,867.84,0.0,41.81,53.64,6.08,47.8,96.38,6.02,30.2,67.0,0.0,16.1,257.0,1009.8,1.0,,23.5,33.6,48.0,0.12,,,2024-10-23 13:29:19,13,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 15:00:00,907.9,0.0,40.44,52.93,6.85,50.67,98.38,7.92,29.2,76.0,0.0,12.7,276.0,1010.4,1.0,,24.6,33.9,0.0,0.04,,,2024-10-23 14:29:19,14,23,10,2,0.0002777777777777778
67.0207,24.8547,4.0,2024-10-23 16:00:00,1014.71,0.0,41.13,50.78,8.7,56.44,104.1,10.77,28.9,80.0,0.0,12.9,291.0,1011.0,1.0,,25.0,33.7,0.0,0.04,,,2024-10-23 15:29:19,15,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 17:00:00,1108.17,0.0,41.13,47.92,10.01,62.6,109.33,13.05,28.4,82.0,0.0,12.1,285.0,1011.1,0.0,,25.1,33.4,0.0,0.03,,,2024-10-23 16:29:19,16,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 18:00:00,1188.28,0.0,41.81,44.7,10.49,67.38,112.44,14.19,28.0,82.0,0.0,13.3,308.0,1011.3,0.0,,24.6,32.6,0.0,0.03,,,2024-10-23 17:29:19,17,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 19:00:00,1188.28,0.0,42.84,40.41,9.54,65.69,107.78,12.29,27.5,82.0,0.0,11.6,316.0,1011.5,0.0,,24.0,31.9,0.0,0.03,,,2024-10-23 18:29:19,18,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 20:00:00,1041.41,0.0,39.41,40.77,8.11,59.1,97.03,8.61,26.9,84.0,0.0,8.7,328.0,1011.4,0.0,,24.0,31.7,0.0,0.01,,,2024-10-23 19:29:19,19,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 21:00:00,894.55,0.0,30.16,47.21,7.63,56.73,92.37,7.22,26.0,90.0,0.0,5.4,346.0,1011.3,0.0,,24.2,31.5,0.0,0.0,,,2024-10-23 20:29:19,20,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 22:00:00,814.44,0.0,23.31,50.78,7.39,57.89,91.99,7.16,25.5,94.0,0.0,4.6,324.0,1011.2,0.0,,24.4,31.1,0.0,0.0,,,2024-10-23 21:29:19,21,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-23 23:00:00,814.44,0.0,20.91,50.07,7.57,60.35,93.57,7.6,25.4,95.0,0.0,9.3,323.0,1011.0,5.0,,24.5,30.4,0.0,0.0,,,2024-10-23 22:29:19,22,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-24 00:00:00,841.14,0.0,20.91,49.35,8.11,61.88,94.82,8.04,25.1,96.0,0.0,10.7,320.0,1011.2,71.0,,24.5,30.0,0.0,0.0,,,2024-10-23 23:29:19,23,23,10,2,0.0
67.0207,24.8547,4.0,2024-10-24 01:00:00,1001.36,0.0,27.76,43.99,10.01,66.58,100.02,9.63,24.8,96.0,0.0,9.2,325.0,1011.1,98.0,,24.1,29.6,0.0,0.0,,,2024-10-24 00:29:19,0,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 02:00:00,1562.12,0.19,52.78,23.6,14.42,83.78,120.59,14.95,24.0,94.0,0.0,8.2,345.0,1011.6,68.0,,23.0,28.2,0.0,0.0,,,2024-10-24 01:29:19,1,24,10,3,0.0002777777777777778
67.0207,24.8547,5.0,2024-10-24 03:00:00,3150.94,29.5,89.11,3.49,22.89,132.41,179.5,29.89,23.6,90.0,0.0,7.1,21.0,1012.5,27.0,,21.9,27.5,6.0,0.02,,,2024-10-24 02:29:19,2,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 04:00:00,5554.2,101.92,112.41,7.6,33.86,197.49,258.24,48.13,25.6,75.0,0.0,5.3,24.0,1013.2,0.0,,20.9,29.2,122.0,0.09,,,2024-10-24 03:29:19,3,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 05:00:00,7370.0,139.47,152.17,13.95,43.87,252.61,323.9,61.81,29.5,55.0,0.0,3.5,345.0,1013.7,0.0,,19.6,32.7,327.0,0.24,,,2024-10-24 04:29:19,4,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 06:00:00,8224.49,103.71,233.05,38.62,53.41,318.07,395.9,67.89,33.2,35.0,0.0,3.7,325.0,1013.7,0.0,,15.9,34.6,523.0,0.4,,,2024-10-24 05:29:19,5,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 07:00:00,7156.37,39.34,263.21,124.45,57.22,352.52,428.04,54.21,35.5,24.0,0.0,3.8,281.0,1013.0,0.0,,11.9,36.3,675.0,0.53,,,2024-10-24 06:29:19,6,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 08:00:00,5661.01,16.54,219.35,228.88,48.64,356.19,427.62,38.5,36.3,22.0,0.0,6.0,224.0,1012.0,0.0,,11.0,37.1,765.0,0.63,,,2024-10-24 07:29:19,7,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 09:00:00,4165.65,9.5,161.77,257.49,34.33,285.57,351.12,27.87,36.5,24.0,0.0,11.3,216.0,1010.8,0.0,,12.8,37.1,784.0,0.7,,,2024-10-24 08:29:19,8,24,10,3,0.0
67.0207,24.8547,5.0,2024-10-24 10:00:00,2563.48,7.38,102.82,178.81,19.31,141.88,197.65,20.52,36.5,26.0,0.0,16.7,220.0,1009.9,0.0,,13.7,36.2,729.0,0.71,,,2024-10-24 09:29:19,9,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 11:00:00,1575.47,6.93,66.49,86.55,10.61,62.93,111.49,13.55,35.8,26.0,0.0,23.2,226.0,1009.4,0.0,,13.6,33.8,606.0,0.67,,,2024-10-24 10:29:19,10,24,10,3,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-24 12:00:00,1094.82,3.55,49.35,52.21,6.74,47.25,91.86,7.98,35.0,27.0,0.0,21.5,236.0,1009.4,0.0,,13.0,32.7,432.0,0.54,,,2024-10-24 11:29:19,11,24,10,3,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-24 13:00:00,1014.71,0.31,51.41,38.62,5.72,44.75,87.56,6.21,34.4,32.0,0.0,16.0,251.0,1009.7,0.0,,15.1,33.8,229.0,0.34,,,2024-10-24 12:29:19,12,24,10,3,0.0
67.0207,24.8547,3.0,2024-10-24 14:00:00,1174.93,0.38,62.38,19.13,6.32,47.12,90.87,7.6,32.9,38.0,0.0,15.1,267.0,1009.8,0.0,,16.9,33.1,49.0,0.2,,,2024-10-24 13:29:19,13,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 15:00:00,1241.68,0.69,63.06,13.23,7.27,51.4,96.6,10.13,30.9,57.0,0.0,15.0,276.0,1010.0,0.0,,21.5,33.3,0.0,0.11,,,2024-10-24 14:29:19,14,24,10,3,0.0002777777777777778
67.0207,24.8547,4.0,2024-10-24 16:00:00,1428.6,1.36,65.8,8.85,9.42,60.72,108.51,14.69,30.5,56.0,0.0,10.7,286.0,1010.4,0.0,,20.6,33.1,0.0,0.08,,,2024-10-24 15:29:19,15,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 17:00:00,1495.36,0.89,62.38,10.46,10.49,67.43,115.97,16.72,29.5,55.0,0.0,6.3,268.0,1011.1,0.0,,19.6,32.3,0.0,0.04,,,2024-10-24 16:29:19,16,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 18:00:00,1482.01,0.21,56.89,18.06,10.49,70.3,119.03,16.72,29.0,55.0,0.0,9.0,300.0,1011.3,0.0,,18.9,31.0,0.0,0.07,,,2024-10-24 17:29:19,17,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 19:00:00,1508.71,0.24,58.26,18.78,9.78,69.93,117.84,14.95,28.1,60.0,0.0,12.8,318.0,1011.3,0.0,,19.5,29.9,0.0,0.08,,,2024-10-24 18:29:19,18,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 20:00:00,1508.71,0.45,61.69,13.77,9.06,66.43,111.22,11.78,27.4,70.0,0.0,12.5,324.0,1010.9,0.0,,21.4,30.2,0.0,0.06,,,2024-10-24 19:29:19,19,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 21:00:00,1428.6,0.2,54.15,16.09,9.42,67.02,109.34,11.27,26.6,81.0,0.0,11.9,322.0,1010.6,0.0,,23.0,30.4,0.0,0.03,,,2024-10-24 20:29:19,20,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 22:00:00,1188.28,0.02,38.04,27.18,9.06,65.1,105.05,10.77,26.2,83.0,0.0,12.6,323.0,1010.3,0.0,,23.1,29.9,0.0,0.02,,,2024-10-24 21:29:19,21,24,10,3,0.0
67.0207,24.8547,4.0,2024-10-24 23:00:00,907.9,0.0,23.65,41.84,7.75,57.35,94.54,8.49,25.9,87.0,0.0,13.6,330.0,1010.3,0.0,,23.5,29.6,0.0,0.02,,,2024-10-24 22:29:19,22,24,10,3,0.0
67.0207,24.8547,3.0,2024-10-25 00:00:00,741.0,0.0,16.45,52.93,6.97,48.97,83.71,6.52,25.6,87.0,0.0,11.6,330.0,1010.3,0.0,,23.3,29.6,0.0,0.01,,,2024-10-24 23:29:19,23,24,10,3,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-25 01:00:00,694.27,0.0,15.94,58.65,7.15,43.09,75.86,5.89,25.2,86.0,0.0,10.5,329.0,1010.6,0.0,,22.6,29.0,0.0,0.01,,,2024-10-25 00:29:19,0,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 02:00:00,921.25,0.0,27.76,50.78,8.82,46.76,78.86,8.61,25.2,88.0,0.0,10.8,317.0,1011.0,0.0,,23.1,29.2,0.0,0.01,,,2024-10-25 01:29:19,1,25,10,4,0.0
67.0207,24.8547,4.0,2024-10-25 03:00:00,1615.52,4.19,58.95,24.32,12.28,62.25,96.91,15.83,25.0,87.0,0.0,9.9,315.0,1011.7,0.0,,22.8,28.9,6.0,0.03,,,2024-10-25 02:29:19,2,25,10,4,0.0002777777777777778
67.0207,24.8547,5.0,2024-10-25 04:00:00,2536.77,32.19,71.97,16.45,16.69,78.59,116.35,23.81,27.3,76.0,0.0,7.8,310.0,1012.3,0.0,,22.7,31.5,122.0,0.1,,,2024-10-25 03:29:19,3,25,10,4,0.0002777777777777778
67.0207,24.8547,5.0,2024-10-25 05:00:00,2563.48,35.32,70.6,26.46,17.64,77.41,115.73,25.33,30.5,60.0,0.0,8.5,302.0,1012.7,0.0,,22.0,34.2,326.0,0.27,,,2024-10-25 04:29:19,4,25,10,4,0.0
67.0207,24.8547,4.0,2024-10-25 06:00:00,1762.39,14.98,54.84,65.09,15.74,62.09,100.07,19.0,34.0,37.0,0.0,11.8,296.0,1012.6,0.0,,17.1,34.8,521.0,0.48,,,2024-10-25 05:29:19,5,25,10,4,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-25 07:00:00,660.9,2.37,17.48,124.45,10.25,38.97,75.24,6.27,36.3,24.0,0.0,16.5,292.0,1011.8,2.0,,12.6,35.3,673.0,0.67,,,2024-10-25 06:29:19,6,25,10,4,-0.0002777777777777778
67.0207,24.8547,3.0,2024-10-25 08:00:00,687.6,2.46,18.68,131.61,9.42,40.98,77.25,5.95,37.5,18.0,0.0,19.6,290.0,1010.7,51.0,,9.5,35.6,764.0,0.79,,,2024-10-25 07:29:19,7,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 09:00:00,754.36,3.07,23.31,125.89,8.58,41.58,78.82,6.14,37.9,17.0,0.0,20.8,287.0,1009.6,81.0,,8.8,35.7,784.0,0.82,,,2024-10-25 08:29:19,8,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 10:00:00,834.47,3.86,28.79,108.72,6.85,41.14,81.58,6.46,37.8,17.0,0.0,21.3,281.0,1008.9,99.0,,8.7,35.3,732.0,0.79,,,2024-10-25 09:29:19,9,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 11:00:00,881.2,4.25,34.27,86.55,5.84,39.18,81.95,6.59,37.3,18.0,0.0,20.5,273.0,1008.8,90.0,,9.2,34.4,610.0,0.69,,,2024-10-25 10:29:19,10,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 12:00:00,894.55,3.05,40.44,62.23,5.25,35.7,77.54,6.33,35.8,24.0,0.0,20.0,259.0,1008.8,83.0,,12.4,33.7,434.0,0.54,,,2024-10-25 11:29:19,11,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 13:00:00,1028.06,0.69,54.84,31.83,5.25,34.11,75.61,6.4,33.4,38.0,0.0,17.9,246.0,1009.1,73.0,,17.3,33.4,229.0,0.33,,,2024-10-25 12:29:19,12,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 14:00:00,974.66,0.12,52.09,23.6,4.71,32.73,75.87,5.89,31.1,60.0,0.0,14.3,246.0,1009.3,94.0,,22.5,34.2,47.0,0.13,,,2024-10-25 13:29:19,13,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 15:00:00,754.36,0.01,35.3,37.19,3.99,31.07,77.38,5.13,30.1,69.0,0.0,12.3,256.0,1009.9,21.0,,23.8,34.3,0.0,0.06,,,2024-10-25 14:29:19,14,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 16:00:00,654.22,0.0,25.02,50.07,4.17,29.88,74.24,4.94,29.8,68.0,0.0,14.0,271.0,1010.3,28.0,,23.2,33.4,0.0,0.07,,,2024-10-25 15:29:19,15,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 17:00:00,667.57,0.0,23.65,51.5,5.13,31.28,75.79,5.89,29.4,67.0,0.0,15.6,281.0,1010.7,32.0,,22.6,32.4,0.0,0.08,,,2024-10-25 16:29:19,16,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 18:00:00,727.65,0.0,25.36,48.64,6.5,33.75,79.98,7.16,29.0,67.0,0.0,16.7,276.0,1010.6,4.0,,22.4,31.7,0.0,0.09,,,2024-10-25 17:29:19,17,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 19:00:00,741.0,0.0,26.73,45.78,6.68,33.39,80.4,6.71,28.4,73.0,0.0,15.2,289.0,1010.7,6.0,,23.1,31.7,0.0,0.06,,,2024-10-25 18:29:19,18,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 20:00:00,627.52,0.0,22.96,47.92,5.54,29.78,74.54,4.43,27.6,83.0,0.0,12.9,302.0,1010.6,7.0,,24.5,32.1,0.0,0.03,,,2024-10-25 19:29:19,19,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 21:00:00,480.65,0.0,14.05,57.94,4.29,27.35,70.17,2.98,27.0,89.0,0.0,11.4,299.0,1010.4,0.0,,25.1,32.2,0.0,0.01,,,2024-10-25 20:29:19,20,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 22:00:00,397.21,0.0,7.88,65.8,3.43,26.32,67.66,2.31,26.6,91.0,0.0,11.0,300.0,1010.0,0.0,,25.1,31.9,0.0,0.0,,,2024-10-25 21:29:19,21,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-25 23:00:00,363.83,0.0,5.48,71.53,3.07,25.47,65.98,1.95,26.6,88.0,0.0,11.4,286.0,1009.7,1.0,,24.4,31.3,0.0,0.01,,,2024-10-25 22:29:19,22,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-26 00:00:00,343.8,0.0,4.71,75.1,3.01,24.73,64.42,1.69,26.5,87.0,0.0,12.1,281.0,1009.6,0.0,,24.2,31.0,0.0,0.01,,,2024-10-25 23:29:19,23,25,10,4,0.0
67.0207,24.8547,3.0,2024-10-26 01:00:00,350.48,0.0,5.57,77.25,3.46,24.64,64.73,1.77,26.5,86.0,0.0,12.6,284.0,1009.8,2.0,,24.0,30.7,0.0,0.02,,,2024-10-26 00:29:19,0,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 02:00:00,410.56,0.0,8.83,73.67,4.11,25.54,66.64,2.47,26.5,88.0,0.0,13.2,290.0,1010.4,49.0,,24.4,31.0,0.0,0.02,,,2024-10-26 01:29:19,1,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 03:00:00,567.44,0.51,17.65,63.66,5.25,27.94,70.41,4.18,26.6,88.0,0.0,12.2,294.0,1011.1,18.0,,24.5,31.3,5.0,0.04,,,2024-10-26 02:29:19,2,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 04:00:00,734.33,3.49,25.02,57.22,6.62,29.69,73.17,5.51,28.5,81.0,0.0,12.1,288.0,1011.5,14.0,,24.9,33.4,119.0,0.1,,,2024-10-26 03:29:19,3,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 05:00:00,761.03,5.2,23.99,63.66,7.45,30.61,75.11,6.21,30.5,71.0,0.0,17.1,285.0,1012.0,12.0,,24.6,34.4,319.0,0.27,,,2024-10-26 04:29:19,4,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 06:00:00,667.57,3.8,18.68,82.25,7.75,31.12,78.32,6.14,32.4,59.0,0.0,18.5,280.0,1012.0,13.0,,23.5,35.5,511.0,0.44,,,2024-10-26 05:29:19,5,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 07:00:00,654.22,3.21,16.96,94.41,6.44,32.42,82.42,5.89,34.0,50.0,0.0,20.3,277.0,1011.3,0.0,,22.0,36.5,661.0,0.59,,,2024-10-26 06:29:19,6,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 08:00:00,727.65,3.97,20.39,94.41,5.6,33.84,84.86,6.33,35.0,46.0,0.0,21.5,276.0,1010.2,0.0,,21.6,37.5,752.0,0.68,,,2024-10-26 07:29:19,7,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 09:00:00,801.09,5.03,24.68,87.26,5.3,33.72,84.82,6.59,35.7,41.0,0.0,21.8,274.0,1009.0,0.0,,20.4,37.6,772.0,0.72,,,2024-10-26 08:29:19,8,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 10:00:00,794.41,5.42,25.7,77.25,4.71,31.35,82.77,6.14,35.6,41.0,0.0,22.5,270.0,1008.0,0.0,,20.4,37.2,721.0,0.69,,,2024-10-26 09:29:19,9,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 11:00:00,747.68,5.09,24.68,67.23,4.23,28.92,80.29,5.32,34.8,44.0,0.0,23.0,264.0,1007.3,0.0,,20.9,36.0,602.0,0.59,,,2024-10-26 10:29:19,10,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 12:00:00,734.33,4.25,26.39,56.51,3.87,27.47,78.42,4.75,33.5,50.0,0.0,23.0,264.0,1007.4,0.0,,21.7,34.9,430.0,0.45,,,2024-10-26 11:29:19,11,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 13:00:00,807.76,1.93,36.33,38.98,3.87,27.93,79.18,4.5,32.2,55.0,0.0,19.4,262.0,1007.8,0.0,,22.0,34.2,226.0,0.28,,,2024-10-26 12:29:19,12,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 14:00:00,761.03,0.02,36.67,34.33,3.61,28.72,80.9,4.02,30.1,71.0,0.0,18.0,256.0,1008.2,0.0,,24.2,33.7,46.0,0.11,,,2024-10-26 13:29:19,13,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 15:00:00,600.81,0.0,24.33,49.35,3.19,29.52,84.47,3.48,29.6,74.0,0.0,16.0,259.0,1008.8,0.0,,24.5,33.7,0.0,0.06,,,2024-10-26 14:29:19,14,26,10,5,0.0
67.0207,24.8547,3.0,2024-10-26 16:00:00,607.49,0.0,21.93,55.07,3.76,32.94,91.64,4.31,29.5,74.0,0.0,17.5,261.0,1009.1,0.0,,24.4,33.3,0.0,0.07,,,2024-10-26 15:29:19,15,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 17:00:00,774.38,0.0,29.47,47.21,5.3,40.03,101.87,6.84,29.2,72.0,0.0,15.3,273.0,1009.5,0.0,,23.7,32.9,0.0,0.07,,,2024-10-26 16:29:19,16,26,10,5,0.0002777777777777778
67.0207,24.8547,4.0,2024-10-26 18:00:00,1068.12,0.02,42.84,32.9,7.87,50.61,115.47,10.89,28.8,74.0,0.0,12.6,284.0,1009.5,0.0,,23.7,32.8,0.0,0.05,,,2024-10-26 17:29:19,17,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 19:00:00,1401.9,0.64,58.95,13.95,10.13,61.1,127.42,13.55,28.6,72.0,0.0,12.5,285.0,1009.3,0.0,,23.0,32.2,0.0,0.05,,,2024-10-26 18:29:19,18,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 20:00:00,1375.2,1.59,59.63,5.99,9.06,58.51,122.09,10.26,28.0,74.0,0.0,11.8,301.0,1009.0,0.0,,23.0,31.7,0.0,0.04,,,2024-10-26 19:29:19,19,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 21:00:00,1108.17,0.49,48.67,10.91,7.45,52.66,113.39,7.22,27.4,79.0,0.0,11.4,307.0,1008.5,0.0,,23.5,31.4,0.0,0.03,,,2024-10-26 20:29:19,20,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 22:00:00,867.84,0.02,34.27,25.39,6.44,49.21,107.09,5.89,27.1,77.0,0.0,10.3,299.0,1008.2,0.0,,22.8,30.9,0.0,0.03,,,2024-10-26 21:29:19,21,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-26 23:00:00,794.41,0.0,27.76,33.97,6.74,50.06,106.48,6.21,26.1,80.0,0.0,7.7,309.0,1007.7,0.0,,22.5,30.2,0.0,0.01,,,2024-10-26 22:29:19,22,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-27 00:00:00,881.2,0.0,28.79,34.69,8.11,55.17,111.53,7.66,27.3,74.0,0.0,3.2,326.0,1007.6,61.0,,22.2,31.9,0.0,0.0,,,2024-10-26 23:29:19,23,26,10,5,0.0
67.0207,24.8547,4.0,2024-10-27 01:00:00,1214.98,0.01,40.1,27.54,11.09,69.12,127.69,10.77,26.8,76.0,0.0,1.6,297.0,1007.6,79.0,,22.1,31.6,0.0,0.0,,,2024-10-27 00:29:19,0,27,10,6,0.0
